experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.function,task.seed,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
566,2026-09-01 13:45:47,train,288,full_training,7.364223003387451,0.16072401404380798,,0,0,1.0229538480052724,11.96955680847168,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_product,288,5,0.283,768,4.572140216827393,2.1789292402345275,0.028905462422119742,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,268.70367431640625,20.065988540649414,-98.61021423339844,96.90563201904297,17.005285263061523,192.7085754394531,3.8118362426757812,3.808928966522217,3.37343430519104,5.362870216369629,264.1483154296875,0.4418168067932129,0.538424476981163
567,2026-09-01 13:45:48,train,288,full_training,7.704590320587158,0.17490670084953308,,0,0,1.0002299290208612,10.90987491607666,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_product,288,5,0.283,768,4.572140216827393,2.1789292402345275,0.028905462422119742,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,8.953786849975586,-35.223876953125,99.2219009399414,16.887245178222656,24.12450566291809,2.8210608959198,2.6759636402130127,1.314056634902954,4.247426986694336,69.91836547851562,0.19108550995588303,0.09710784256458282
568,2026-09-01 13:45:48,train,289,full_training,0.7812761068344116,0.037150122225284576,37.0,1,0,0.04558220200124197,3.8260631561279297,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,linear,289,4,0.243,384,1.958388328552246,1.7549994600210623,0.02582458300544382,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,7.2354583740234375,-29.540252685546875,67.23902130126953,13.57509708404541,34.72516632080078,3.3451571464538574,3.1744577884674072,1.6466295719146729,2.703019857406616,54.74911117553711,0.20816107094287872,0.12370176240801811
569,2026-09-01 13:45:48,train,289,full_training,0.9368444681167603,0.0471072718501091,62.0,1,0,0.08283220898010768,4.0647873878479,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,linear,289,4,0.243,384,1.958388328552246,1.7549994600210623,0.02582458300544382,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,27.949806213378906,-578.7446899414062,67.23902130126953,13.57509708404541,108.17119140625,3.3451571464538574,3.1744565963745117,3.4930288791656494,7.922244548797607,124.34119415283203,0.4415763020515442,0.5566579103469849
570,2026-09-01 13:45:48,train,289,full_training,0.9645078182220459,0.04488633945584297,51.0,1,0,0.06364736700197682,4.028014659881592,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,linear,289,4,0.243,384,1.958388328552246,1.7549994600210623,0.02582458300544382,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,6.903363227844238,-30.6239013671875,83.68987274169922,15.163224220275879,34.84068727493286,1.9571994543075562,1.8455909490585327,1.2398104667663574,2.692403793334961,52.855255126953125,0.19003211706876755,0.08709227293729782
571,2026-09-01 13:45:49,train,290,full_training,2.776292562484741,0.046591293066740036,340.0,1,0,0.49586041300790384,8.20373249053955,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,nonlinear_interaction,290,8,0.283,768,1.9868851900100708,1.7622226238705014,0.03346148591024935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,21.9179744720459,-251.2919464111328,108.67269134521484,17.164810180664062,70.2136450767517,1376229.875,12.438736915588379,2.448173761367798,6.0148234367370605,638.63037109375,0.37508949637413025,0.367694228887558
572,2026-09-01 13:45:50,train,290,full_training,5.073317050933838,0.04985390603542328,491.0,1,0,0.8676491810183506,8.212384223937988,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,nonlinear_interaction,290,8,0.283,768,1.9868851900100708,1.7622226238705014,0.03346148591024935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,537.7823486328125,59.30730438232422,-1797.3802490234375,108.67269134521484,17.164810180664062,150.1088312149048,1315128.25,12.438740730285645,3.8709027767181396,14.793344497680664,2082.962646484375,0.5930685997009277,0.9192355871200562
573,2026-09-01 13:45:50,train,290,full_training,2.0536866188049316,0.04585922509431839,490.0,1,0,0.6770451990014408,10.146678924560547,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,nonlinear_interaction,290,8,0.283,768,1.9868851900100708,1.7622226238705014,0.03346148591024935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,8.814815521240234,-56.256378173828125,118.06177520751953,18.425554275512695,62.111606979370116,1715641.875,5.019831657409668,1.5542930364608765,3.181417465209961,218.4785919189453,0.30193066596984863,0.21031510829925537
574,2026-09-01 13:45:51,train,291,full_training,9.811931610107422,0.048957761377096176,143.0,1,0,0.1865015100047458,8.399759292602539,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_product,291,6,0.22,256,7.976123332977295,2.4571647809802633,0.06099392654899505,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,16.390960693359375,-103.41963195800781,107.64667510986328,18.055402755737305,71.08455276489258,4.817446708679199,4.539742469787598,1.8237251043319702,5.647050380706787,64.83515167236328,0.26166027039289474,0.18750407546758652
575,2026-09-01 13:45:51,train,291,full_training,9.874785423278809,0.049078576266765594,225.0,1,0,0.28360356998746283,7.808348655700684,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_product,291,6,0.22,256,7.976123332977295,2.4571647809802633,0.06099392654899505,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,35.66026306152344,-403.2699279785156,107.64667510986328,18.05539894104004,145.58285217285157,4.817446708679199,4.539740085601807,3.24534273147583,9.910653114318848,361.6811218261719,0.46562787890434265,0.5937629193067551
576,2026-09-01 13:45:51,train,291,full_training,9.857088088989258,0.042988941073417664,286.0,1,0,0.3519365899846889,10.145963668823242,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_product,291,6,0.22,256,7.976123332977295,2.4571647809802633,0.06099392654899505,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,11.613140106201172,-86.02796936035156,112.97989654541016,17.733640670776367,27.315532684326172,3.705435276031494,3.4835002422332764,1.4253616333007812,5.197266578674316,22.092252731323242,0.23081185668706894,0.13296645879745483
577,2026-09-01 13:45:51,train,292,full_training,1.112470269203186,0.04992470517754555,43.0,1,0,0.052404949004994705,3.77278208732605,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,linear,292,3,0.23,384,2.0583584308624268,1.7798929266562422,0.03745381126534066,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,9.470629692077637,-34.48677062988281,58.987918853759766,12.026766777038574,55.68181190490723,2.423686981201172,2.5323281288146973,1.29384183883667,2.9612843990325928,82.98737335205078,0.15841788053512573,0.07543337717652321
578,2026-09-01 13:45:51,train,292,full_training,0.6641759276390076,0.04495393857359886,36.0,1,0,0.048218705982435495,2.99018931388855,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,linear,292,3,0.23,384,2.0583584308624268,1.7798929266562422,0.03745381126534066,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,247.24282836914062,29.596967697143555,-291.6123352050781,58.987918853759766,12.026766777038574,221.41002655029297,2.423686981201172,2.5323283672332764,3.124925136566162,7.147522926330566,377.82025146484375,0.3826155811548233,0.4400281012058258
579,2026-09-01 13:45:52,train,292,full_training,1.171015739440918,0.047908343374729156,44.0,1,0,0.05423974400036968,4.676263332366943,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,linear,292,3,0.23,384,2.0583584308624268,1.7798929266562422,0.03745381126534066,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,8.532523155212402,-33.94573974609375,48.989341735839844,12.572010040283203,36.20269966125488,1.7788666486740112,1.7056983709335327,1.1858330965042114,2.8254711627960205,50.3170051574707,0.16129030287265778,0.06660345382988453
580,2026-09-01 13:45:52,train,293,full_training,4.2044358253479,0.03874880447983742,179.0,1,0,0.20123483502538875,6.970752239227295,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_interaction,293,7,0.141,384,2.438977003097534,1.8647278783871888,0.04165714081559315,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,39.81853485107422,-879.5462646484375,110.85348510742188,18.85652732849121,107.50404357910156,9.250699043273926,5.8445868492126465,2.0947604179382324,11.574199676513672,114.6715316772461,0.30577969551086426,0.25705405324697495
581,2026-09-01 13:45:52,train,293,full_training,7.749216556549072,0.044277969747781754,204.0,1,0,0.23983091599075124,6.30718994140625,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,nonlinear_interaction,293,7,0.141,384,2.438977003097534,1.8647278783871888,0.04165714081559315,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,444.48486328125,119.74684143066406,-6997.7275390625,110.85348510742188,18.856531143188477,321.1393478393555,9.250699043273926,5.844590187072754,3.496251344680786,29.848987579345703,1202.7445068359375,0.5103603601455688,0.7160792052745819
582,2026-09-01 13:45:52,train,293,full_training,3.0180327892303467,0.048205550760030746,173.0,1,0,0.1927032230014447,7.211504936218262,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,nonlinear_interaction,293,7,0.141,384,2.438977003097534,1.8647278783871888,0.04165714081559315,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,19.792844772338867,-360.35577392578125,119.17914581298828,19.109607696533203,86.2126522064209,4.098191738128662,3.9653215408325195,1.5469934940338135,7.945558071136475,41.95596694946289,0.2791449576616287,0.17725151032209396
583,2026-09-01 13:45:53,train,294,full_training,6.052199363708496,0.039582736790180206,137.0,1,0,0.15113704800023697,7.656021595001221,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_product,294,4,0.01,384,4.40212869644165,2.159982642494246,0.038461250467814935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,18.80104637145996,-264.9974060058594,66.87654113769531,13.669032096862793,12.367759704589844,3.261967182159424,3.168255090713501,1.676149606704712,7.789888858795166,51.50572967529297,0.20284125953912735,0.11073901504278183
584,2026-09-01 13:45:53,train,294,full_training,9.423799514770508,0.04697643965482712,145.0,1,0,0.15882461000001058,6.940123081207275,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_product,294,4,0.01,384,4.40212869644165,2.159982642494246,0.038461250467814935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,62.25663757324219,-2440.97802734375,66.87654113769531,13.669032096862793,69.11183166503906,3.261967182159424,3.1682522296905518,3.555650472640991,19.589550018310547,412.145263671875,0.4302912950515747,0.49832554161548615
585,2026-09-01 13:45:53,train,294,full_training,5.153189182281494,0.03226318955421448,145.0,1,0,0.17294046300230548,7.690481185913086,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_product,294,4,0.01,384,4.40212869644165,2.159982642494246,0.038461250467814935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,13.709714889526367,-140.72235107421875,79.80335235595703,15.00429630279541,2.049359130859375,2.1526520252227783,2.0578157901763916,1.2726786136627197,6.223111152648926,26.428194046020508,0.18226483464241028,0.08005469292402267
586,2026-09-01 13:45:53,train,295,full_training,1.3904918432235718,0.04852064698934555,36.0,1,0,0.040934652992291376,3.7941815853118896,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,linear,295,4,0.242,768,2.0432424545288086,1.7762075254697505,0.02362522583895463,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,5.678436279296875,-11.693578720092773,66.2292251586914,13.538172721862793,37.06574821472168,3.295483112335205,3.0867481231689453,1.601905107498169,1.8384013175964355,14.715017318725586,0.20137424767017365,0.11530556157231331
587,2026-09-01 13:45:53,train,295,full_training,1.2282723188400269,0.0414448119699955,36.0,1,0,0.03366068901959807,3.809675693511963,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,linear,295,4,0.242,768,2.0432424545288086,1.7762075254697505,0.02362522583895463,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,225.21484375,19.751502990722656,-317.6378479003906,66.2292251586914,13.538172721862793,105.90863494873047,3.295483112335205,3.0867483615875244,3.398153781890869,5.529423713684082,149.7063751220703,0.4271792620420456,0.5188749730587006
588,2026-09-01 13:45:53,train,295,full_training,1.79929780960083,0.047650448977947235,25.0,1,0,0.026519459002884105,3.798513412475586,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,linear,295,4,0.242,768,2.0432424545288086,1.7762075254697505,0.02362522583895463,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,5.964605331420898,-15.56786823272705,82.81613159179688,15.514033317565918,33.636165618896484,2.007676601409912,1.9888958930969238,1.2639498710632324,2.0020010471343994,9.612144470214844,0.17879223078489304,0.07724370434880257
589,2026-09-01 13:45:53,train,296,full_training,1.1652960777282715,0.04681083559989929,230.0,1,0,0.24593952199211344,7.133320331573486,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_interaction,296,4,0.283,512,1.9085450172424316,1.7421091235478006,0.044004023447835605,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,8.805680274963379,-54.60472869873047,70.05239868164062,14.084922790527344,22.121160793304444,3.2821152210235596,3.1744577884674072,1.5924829244613647,3.358722686767578,33.67524337768555,0.18823184072971344,0.10516636073589325
590,2026-09-01 13:45:54,train,296,full_training,1.7208991050720215,0.0442800298333168,226.0,1,0,0.34786352299852297,6.325171947479248,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_interaction,296,4,0.283,512,1.9085450172424316,1.7421091235478006,0.044004023447835605,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,31.488759994506836,-662.2798461914062,70.05239868164062,14.084922790527344,75.89502449035645,3.2821149826049805,3.1744565963745117,3.3781661987304688,9.574824333190918,266.0567626953125,0.3992999941110611,0.47324858605861664
591,2026-09-01 13:45:54,train,296,full_training,1.1901389360427856,0.04554455354809761,230.0,1,0,0.4425141520041507,7.111583232879639,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_interaction,296,4,0.283,512,1.9085450172424316,1.7421091235478006,0.044004023447835605,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,7.451114654541016,-38.31745529174805,80.6595230102539,15.264867782592773,12.561065864562988,2.0538489818573,1.9441639184951782,1.2362260818481445,2.9051408767700195,21.06350326538086,0.16988462209701538,0.07633092254400253
592,2026-09-01 13:45:55,test,297,full_training,11.718138694763184,0.038814567029476166,314.0,1,0,0.4016526570194401,7.852266788482666,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_product,297,7,0.11,768,3.9159767627716064,2.101470928570299,0.0442303326484331,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,49.24260330200195,-1510.656982421875,113.96170043945312,17.952457427978516,113.88357763290405,8.278295516967773,6.610235214233398,2.084538698196411,16.448158264160156,1219.0181884765625,0.31187382340431213,0.2755402624607086
