experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.function,task.seed,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
526,2026-09-01 13:45:35,train,275,full_training,1.5131016969680786,0.04781544208526611,90.0,1,0,0.10758779000025243,5.489012718200684,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_interaction,275,4,0.171,512,1.7668635845184326,1.7035415275113712,0.03462581221123034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,14.360919952392578,-145.78713989257812,87.8055191040039,13.776965141296387,20.93402557373047,3.253628969192505,3.1421546936035156,1.6320112943649292,5.65576171875,36.94939041137695,0.20150119066238403,0.11728373542428017
527,2026-09-01 13:45:35,train,275,full_training,3.053837537765503,0.040673159062862396,132.0,1,0,0.14371125798788853,5.307436466217041,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_interaction,275,4,0.171,512,1.7668635845184326,1.7035415275113712,0.03462581221123034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,45.95842742919922,-1357.547119140625,87.8055191040039,13.776965141296387,89.17464017868042,3.253628969192505,3.1421544551849365,3.4620189666748047,14.681732177734375,357.60955810546875,0.427448570728302,0.527776762843132
528,2026-09-01 13:45:35,train,275,full_training,1.328977108001709,0.04863234981894493,101.0,1,0,0.11473742598900571,5.672303199768066,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_interaction,275,4,0.171,512,1.7668635845184326,1.7035415275113712,0.03462581221123034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,11.377610206604004,-84.11439514160156,89.84730529785156,15.715867042541504,9.206961059570313,1.9610909223556519,1.9589272737503052,1.251672387123108,4.460996627807617,28.687604904174805,0.17987705022096634,0.07979341596364975
529,2026-09-01 13:45:36,train,276,full_training,3.5954325199127197,0.045990727841854095,177.0,1,0,0.23762423399602994,7.506741523742676,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_product,276,5,0.021,512,5.614473819732666,2.281612470227482,0.03967688159937844,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,23.18226432800293,-203.13845825195312,98.41773223876953,17.402511596679688,68.37187805175782,4.027216911315918,3.8583638668060303,1.7457995414733887,9.458847045898438,201.727294921875,0.2458387240767479,0.162077896296978
530,2026-09-01 13:45:36,train,276,full_training,3.1080105304718018,0.04339165985584259,147.0,1,0,0.16616542599513195,7.204191207885742,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_product,276,5,0.021,512,5.614473819732666,2.281612470227482,0.03967688159937844,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,42.81085968017578,-209.9585418701172,98.41773223876953,17.402507781982422,209.92761993408203,4.027216911315918,3.858362913131714,3.3581125736236572,13.264928817749023,739.4417114257812,0.4728802740573883,0.5996882617473602
531,2026-09-01 13:45:36,train,276,full_training,3.631824493408203,0.03641330450773239,119.0,1,0,0.1317467050103005,6.947203636169434,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_product,276,5,0.021,512,5.614473819732666,2.281612470227482,0.03967688159937844,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,16.725391387939453,-141.9189453125,96.8631591796875,17.569366455078125,18.17101106643677,2.9306347370147705,2.8041672706604004,1.2901365756988525,7.964800834655762,137.7118377685547,0.19788332283496857,0.10518473386764526
532,2026-09-01 13:45:36,train,277,full_training,1.9407403469085693,0.04897644743323326,44.0,1,0,0.04862930500530638,3.846757411956787,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,277,2,0.276,384,2.0861222743988037,1.786592018976054,0.03399601223399288,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,13.229283332824707,-49.67445373535156,-127.15668487548828,6.904534339904785,23.754473209381104,1.7478395700454712,1.343788981437683,1.2440464496612549,4.268916606903076,129.93777465820312,0.1446451023221016,0.07608499377965927
533,2026-09-01 13:45:36,train,277,full_training,1.2584302425384521,0.040434181690216064,24.0,1,0,0.02475893497467041,2.3387866020202637,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,277,2,0.276,384,2.0861222743988037,1.786592018976054,0.03399601223399288,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,203.48391723632812,24.531312942504883,-21.206546783447266,-127.15668487548828,6.904536247253418,316.2783718109131,1.7478394508361816,1.3437888622283936,3.6269872188568115,7.088352680206299,376.2879333496094,0.421709343791008,0.6467224657535553
534,2026-09-01 13:45:36,train,277,full_training,2.1481411457061768,0.04941392317414284,44.0,1,0,0.0473516290076077,3.9497361183166504,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,277,2,0.276,384,2.0861222743988037,1.786592018976054,0.03399601223399288,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,9.140876770019531,-33.10091018676758,-131.44970703125,7.203609466552734,-4.441150665283203,1.350185751914978,1.313296914100647,1.09213387966156,3.1431496143341064,79.7138900756836,0.12826450914144516,0.05267850123345852
535,2026-09-01 13:45:37,train,278,full_training,2.129756450653076,0.03477077931165695,75.0,1,0,0.08871826398535632,5.536354064941406,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_interaction,278,6,0.149,256,1.9051276445388794,1.74121303887528,0.048617241887566096,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,14.61603832244873,-78.14962768554688,101.5173110961914,17.68178939819336,58.0921875,4.83597993850708,4.453801155090332,1.8516345024108887,4.52490758895874,75.06975555419922,0.27196895331144333,0.19996091723442078
536,2026-09-01 13:45:37,train,278,full_training,2.259746551513672,0.04278774559497833,115.0,1,0,0.13197179802227765,5.809814929962158,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_interaction,278,6,0.149,256,1.9051276445388794,1.74121303887528,0.048617241887566096,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,32.39657974243164,-328.8734130859375,101.5173110961914,17.681793212890625,135.38399391174318,4.83597993850708,4.453798294067383,3.2950074672698975,8.55561351776123,312.495361328125,0.48397229611873627,0.6332095861434937
537,2026-09-01 13:45:37,train,278,full_training,2.2833573818206787,0.04634825512766838,75.0,1,0,0.08258325699716806,5.620487689971924,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_interaction,278,6,0.149,256,1.9051276445388794,1.74121303887528,0.048617241887566096,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,10.490214347839355,-63.398983001708984,115.84851837158203,17.90907096862793,35.57395782470703,3.387474775314331,3.1446306705474854,1.4416195154190063,4.169726371765137,94.3067626953125,0.2246452495455742,0.12362600117921829
538,2026-09-01 13:45:37,train,279,full_training,8.32374382019043,0.049894385039806366,178.0,1,0,0.21561316400766373,7.278964996337891,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_product,279,6,0.107,256,5.032797336578369,2.2269265132350986,0.04279656907116765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,32.88786697387695,-608.7081298828125,103.25233459472656,17.751102447509766,95.35410804748535,5.251128673553467,4.981543064117432,1.852815866470337,13.165283203125,1439.398193359375,0.2694137990474701,0.2048981860280037
539,2026-09-01 13:45:37,train,279,full_training,8.594584465026855,0.025486281141638756,175.0,1,0,0.19581557300989516,7.072110652923584,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_product,279,6,0.107,256,5.032797336578369,2.2269265132350986,0.04279656907116765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,68.96469116210938,-2177.3935546875,103.25233459472656,17.7510986328125,191.186772441864,5.251128673553467,4.981543064117432,3.2971103191375732,23.487356185913086,5098.873046875,0.4794253706932068,0.6488442718982697
540,2026-09-01 13:45:38,train,279,full_training,8.282109260559082,0.04520530253648758,196.0,1,0,0.2427137839840725,7.942822456359863,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_product,279,6,0.107,256,5.032797336578369,2.2269265132350986,0.04279656907116765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,20.755218505859375,-318.47039794921875,113.91122436523438,18.28017234802246,61.50861129760742,3.624478340148926,3.478811502456665,1.3865631818771362,10.083003044128418,780.0132446289062,0.2229611873626709,0.1250913441181183
541,2026-09-01 13:45:38,train,280,full_training,1.6083500385284424,0.03489276021718979,21.0,1,0,0.026493053999729455,3.3516252040863037,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,linear,280,4,0.134,256,1.989320993423462,1.7628352187928262,0.023386327607154988,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,8.297011375427246,-36.837974548339844,74.84575653076172,13.862771034240723,36.02663249969483,3.4274864196777344,3.261380195617676,1.5983343124389648,2.898315668106079,53.14451599121094,0.2006598860025406,0.11877604573965073
542,2026-09-01 13:45:38,train,280,full_training,1.0764518976211548,0.04373067989945412,26.0,1,0,0.040016166982240975,3.206641912460327,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,linear,280,4,0.134,256,1.989320993423462,1.7628352187928262,0.023386327607154988,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,28.861595153808594,-539.1648559570312,74.84575653076172,13.862771034240723,109.58225708007812,3.4274864196777344,3.2613797187805176,3.3905792236328125,8.104297637939453,140.1435546875,0.4256638288497925,0.534492164850235
543,2026-09-01 13:45:38,train,280,full_training,1.9475817680358887,0.03855268657207489,20.0,1,0,0.026896110008237883,3.744966506958008,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,linear,280,4,0.134,256,1.989320993423462,1.7628352187928262,0.023386327607154988,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,7.422778606414795,-30.60057258605957,87.59159088134766,15.616401672363281,35.602667236328124,2.0708365440368652,1.9734069108963013,1.2315938472747803,2.7680816650390625,57.489051818847656,0.1771959513425827,0.0817076563835144
544,2026-09-01 13:45:38,test,281,full_training,1.8798929452896118,0.0389210470020771,67.0,1,0,0.08069078100379556,5.00598669052124,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_interaction,281,4,0.092,256,1.7474722862243652,1.6980237011551704,0.04859547755977131,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,8.08469009399414,-47.443946838378906,65.50079345703125,13.881037712097168,26.7918794631958,3.2958216667175293,3.2850754261016846,1.6510117053985596,3.1926472187042236,20.818248748779297,0.19102105498313904,0.10616705939173698
545,2026-09-01 13:45:38,test,281,full_training,3.6122405529022217,0.04744001850485802,58.0,1,0,0.06698814799892716,4.413181304931641,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_interaction,281,4,0.092,256,1.7474722862243652,1.6980237011551704,0.04859547755977131,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,29.084821701049805,-605.5206298828125,65.50079345703125,13.881037712097168,78.0425796508789,3.2958219051361084,3.2850751876831055,3.502324342727661,9.028465270996094,194.7737274169922,0.40521687269210815,0.4777517318725586
546,2026-09-01 13:45:38,test,281,full_training,1.7742305994033813,0.04190659150481224,89.0,1,0,0.11254142699181102,5.410745143890381,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_interaction,281,4,0.092,256,1.7474722862243652,1.6980237011551704,0.04859547755977131,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,7.647594451904297,-36.12587356567383,79.09121704101562,15.063032150268555,22.955651092529298,2.0648674964904785,1.963890790939331,1.2651193141937256,2.960287570953369,20.751178741455078,0.1763363555073738,0.08061087876558304
547,2026-09-01 13:45:39,train,282,full_training,12.240896224975586,0.4845351576805115,,0,0,0.9113825139938854,11.75747013092041,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,nonlinear_product,282,3,0.282,768,7.304973602294922,2.4132162489782987,0.026708942165357737,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,30.206050872802734,-461.68304443359375,54.355865478515625,11.66042709350586,34.12199149131775,2.432957410812378,2.254610538482666,1.3689701557159424,11.825270652770996,409.8583679199219,0.1510878950357437,0.07354395091533661
548,2026-09-01 13:45:40,train,282,full_training,11.444890975952148,0.04844367131590843,387.0,1,0,0.45249625301221386,9.229538917541504,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,nonlinear_product,282,3,0.282,768,7.304973602294922,2.4132162489782987,0.026708942165357737,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,80.91627502441406,-1964.783203125,54.355865478515625,11.660429954528809,173.49334030151368,2.432957410812378,2.2546112537384033,3.3063771724700928,24.817289352416992,1873.8631591796875,0.3649119436740875,0.429006427526474
549,2026-09-01 13:45:40,train,282,full_training,11.746068954467773,0.04774102941155434,673.0,1,0,0.7888043370039668,12.455316543579102,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,nonlinear_product,282,3,0.282,768,7.304973602294922,2.4132162489782987,0.026708942165357737,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,21.684978485107422,-251.9876708984375,49.503028869628906,12.02289867401123,2.4370906829833983,1.799777626991272,1.7139312028884888,1.2119468450546265,9.248922348022461,236.6236114501953,0.15376848727464676,0.0646727979183197
550,2026-09-01 13:45:41,test,283,full_training,1.7951748371124268,0.031171079725027084,18.0,1,0,0.02505289198597893,3.2664730548858643,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,283,2,0.041,512,2.087400197982788,1.7868982168298764,0.05506298699810374,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,12.49468994140625,-53.972267150878906,-158.73294067382812,7.170668125152588,27.29768114089966,1.8821786642074585,1.468858242034912,1.2548381090164185,4.187618732452393,15.521625518798828,0.13691949844360352,0.07089661620557308
551,2026-09-01 13:45:41,test,283,full_training,1.3390671014785767,0.04973054677248001,15.0,1,0,0.018162971013225615,1.980444312095642,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,283,2,0.041,512,2.087400197982788,1.7868982168298764,0.05506298699810374,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,203.48391723632812,27.52406120300293,-235.67556762695312,-158.73294067382812,7.1706671714782715,264.1957588195801,1.8821786642074585,1.4688584804534912,3.6584503650665283,8.901312828063965,72.9676742553711,0.39918550848960876,0.6026212871074677
552,2026-09-01 13:45:41,test,283,full_training,1.8354830741882324,0.02989133819937706,11.0,1,0,0.014822191005805507,2.8005433082580566,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,283,2,0.041,512,2.087400197982788,1.7868982168298764,0.05506298699810374,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,8.537718772888184,-29.36044692993164,-181.99180603027344,7.285196304321289,-0.2706272125244141,1.3451733589172363,1.313296914100647,1.0661134719848633,2.9938089847564697,12.346991539001465,0.12324971333146095,0.05056268349289894
553,2026-09-01 13:45:41,train,284,full_training,2.3102378845214844,0.0415053591132164,256.0,1,0,0.4273558430140838,7.314175605773926,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_interaction,284,4,0.246,512,2.1411972045898438,1.7996210902056147,0.03319802731728059,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,8.921624183654785,-56.264495849609375,74.35491943359375,13.390137672424316,25.6133113861084,3.5169544219970703,3.307777166366577,1.643359899520874,3.767268180847168,117.84902954101562,0.22450506687164307,0.13938410580158234
554,2026-09-01 13:45:41,train,284,full_training,3.4897656440734863,0.047164447605609894,274.0,1,0,0.3273761320160702,7.2828898429870605,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_interaction,284,4,0.246,512,2.1411972045898438,1.7996210902056147,0.03319802731728059,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,27.40154457092285,-567.310546875,74.35491943359375,13.390130996704102,98.68977966308594,3.5169544219970703,3.3077762126922607,3.4860928058624268,9.247376441955566,711.2739868164062,0.4762471467256546,0.6272284090518951
555,2026-09-01 13:45:42,train,284,full_training,2.397320508956909,0.049898937344551086,177.0,1,0,0.28280095499940217,6.975311756134033,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_interaction,284,4,0.246,512,2.1411972045898438,1.7996210902056147,0.03319802731728059,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,9.051557540893555,-48.01883316040039,81.21658325195312,15.359713554382324,17.803811264038085,2.045872211456299,1.9774130582809448,1.251476526260376,3.5690414905548096,72.48249816894531,0.19980522245168686,0.093356404453516
556,2026-09-01 13:45:42,train,285,full_training,5.5887346267700195,0.048648010939359665,325.0,1,0,0.4769323710061144,8.745854377746582,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_product,285,7,0.085,768,5.0219645500183105,2.2258491340914044,0.03227210510797175,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,36.03805160522461,-747.3974609375,114.3078842163086,18.83527946472168,111.3707106590271,6.92949104309082,6.083799839019775,2.1326723098754883,11.459480285644531,343.61065673828125,0.289867103099823,0.21854396909475327
557,2026-09-01 13:45:43,train,285,full_training,11.668899536132812,0.04813643544912338,265.0,1,0,0.39485558099113405,7.483806133270264,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,nonlinear_product,285,7,0.085,768,5.0219645500183105,2.2258491340914044,0.03227210510797175,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,102.23117065429688,-5052.24072265625,114.3078842163086,18.83527946472168,304.0380947113037,6.929491996765137,6.083802700042725,3.559528350830078,26.499235153198242,1735.8311767578125,0.48380154371261597,0.6088010668754578
558,2026-09-01 13:45:43,train,285,full_training,4.130321502685547,0.04188474267721176,337.0,1,0,0.5324651770060882,9.378324508666992,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,nonlinear_product,285,7,0.085,768,5.0219645500183105,2.2258491340914044,0.03227210510797175,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,18.517173767089844,-307.79766845703125,114.67186737060547,19.701255798339844,77.20364265441894,4.421950340270996,3.8379454612731934,1.538766622543335,8.014294624328613,167.1414794921875,0.24919618666172028,0.13177704066038132
559,2026-09-01 13:45:43,train,286,full_training,3.5126047134399414,0.017760608345270157,33.0,1,0,0.06409959000302479,4.7031121253967285,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,linear,286,5,0.022,256,2.198075771331787,1.812729697325003,0.03844260307830812,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,21.66618537902832,-253.06053161621094,100.44705963134766,16.807079315185547,74.17120552062988,3.84596586227417,3.4425039291381836,1.7742568254470825,6.466389179229736,102.19481658935547,0.24562828987836838,0.17113424837589264
560,2026-09-01 13:45:44,train,286,full_training,6.316000461578369,0.022118326276540756,33.0,1,0,0.04294292500708252,4.504728317260742,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,linear,286,5,0.022,256,2.198075771331787,1.812729697325003,0.03844260307830812,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,71.18131256103516,-2468.232666015625,100.44705963134766,16.807085037231445,226.7048077583313,3.845966339111328,3.4425039291381836,3.412851095199585,17.98366928100586,695.0991821289062,0.47247549891471863,0.6331967711448669
561,2026-09-01 13:45:44,train,286,full_training,2.736663818359375,0.03604470193386078,23.0,1,0,0.02879255500738509,4.708852767944336,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,linear,286,5,0.022,256,2.198075771331787,1.812729697325003,0.03844260307830812,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,11.716636657714844,-79.33763122558594,102.78997802734375,16.511886596679688,59.22219619750977,2.8063859939575195,2.6008784770965576,1.317872166633606,4.2783026695251465,98.76370239257812,0.2050669863820076,0.1140749417245388
562,2026-09-01 13:45:44,train,287,full_training,2.9204421043395996,0.038595471531152725,116.0,1,0,0.1881978879973758,5.728074550628662,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,nonlinear_interaction,287,8,0.007,512,1.8096377849578857,1.7155018864264207,0.030049168400097907,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,25.491323471069336,-411.64837646484375,106.96111297607422,17.420581817626953,48.25616455078125,17.687955856323242,11.553955078125,2.3335025310516357,7.883660793304443,92.65122985839844,0.3382098525762558,0.32778288424015045
563,2026-09-01 13:45:44,train,287,full_training,4.660461902618408,0.03687969595193863,116.0,1,0,0.17872627297765575,5.567726135253906,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,nonlinear_interaction,287,8,0.007,512,1.8096377849578857,1.7155018864264207,0.030049168400097907,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,537.7823486328125,69.71924591064453,-2778.82373046875,106.96111297607422,17.420578002929688,120.86816596984863,17.687978744506836,11.553949356079102,3.689591407775879,18.66615104675293,705.29638671875,0.5347567796707153,0.8194572031497955
564,2026-09-01 13:45:44,train,287,full_training,2.0095152854919434,0.04477902501821518,146.0,1,0,0.19693351100431755,6.248994827270508,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,nonlinear_interaction,287,8,0.007,512,1.8096377849578857,1.7155018864264207,0.030049168400097907,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,12.447892189025879,-126.85440063476562,124.96295166015625,18.9660587310791,71.08497505187988,6.395106315612793,5.413138389587402,1.5341174602508545,4.887978553771973,32.38679122924805,0.2803630232810974,0.18616453558206558
565,2026-09-01 13:45:46,train,288,full_training,7.723659515380859,0.16798801720142365,,0,0,1.2634050589986145,12.193359375,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_product,288,5,0.283,768,4.572140216827393,2.1789292402345275,0.028905462422119742,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,116.72314453125,10.26677417755127,-18.94683074951172,96.90563201904297,17.005285263061523,60.96685638427734,3.811835765838623,3.8089282512664795,1.7537649869918823,4.105461597442627,100.08674621582031,0.2296895980834961,0.14552011340856552
